scheme_code,scheme_name,isin_growth,isin_dividend
110639,Reliance Fixed Horizon Fund - X - Series 8 - Super Institutional Plan-Growth Option,,
110640,Reliance Fixed Horizon Fund - X - Series 8 - Super Institutional Plan-Dividend Option,,
110641,Reliance Fixed Horizon Fund - X - Series 8 - Institutional Plan-Growth Option,,
110642,Reliance Fixed Horizon Fund - X - Series 8 - Retail Plan-Growth Option,,
110643,Reliance Fixed Horizon Fund - X - Series 8 - Institutional Plan-Dividend Option,,
110644,ING Quarterly FMP 91 - Series A3-Retail Plan-Dividend Option,,
110645,ING Quarterly FMP 91 - Series A3-Retail Plan-Growth Option,,
110646,ING Quarterly FMP 91 - Series A3-Institutional Plan-Growth Option,,
110647,ING Quarterly FMP 91 - Series A3-Institutional Plan-Dividend Option,,
110648,ING Yearly FMP 366 - Series A2-Retail Plan-Growth Option,,
110649,ING Yearly FMP 366 - Series A2-Retail Plan-Dividend Option,,
110650,ING Yearly FMP 366 - Series A2-Institutional Plan-Growth Option,,
110651,ING Yearly FMP 366 - Series A2-Institutional Plan-Dividend Option,,
110652,Birla Sun Life Fixed Term Plan - Series BI INSTITUTIONAL DIVIDEND,,
110653,Birla Sun Life Fixed Term Plan - Series BI RETAIL GROWTH,,
110654,Birla Sun Life Fixed Term Plan - Series BI RETAIL DIVIDEND,,
110655,Birla Sun Life Fixed Term Plan - Series BI INSTITUTIONAL GROWTH,,
110656,UTI FTIF Series-V Plan-VII (13 months)- Dividend  Option,,
110657,UTI FTIF Series-V Plan-VII (13 months)-Growth Option,,
110659,ICICI Prudential Fixed Maturity Plan - Series 47 - Three Months Plan D - Institutional Growth,,
110660,ICICI Prudential Fixed Maturity Plan - Series 47 - Three Months Plan D - Retail Dividend,,
110661,ICICI Prudential Fixed Maturity Plan - Series 47 - Three Months Plan D - Institutional Dividend,,
110662,ICICI Prudential Fixed Maturity Plan - Series 47 - Three Months Plan D - Retail Growth,,
110663,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Growth,INF109K01MR8,
110664,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Dividend,INF109K01MT4,INF109K01MS6
110665,"Aditya Birla Sun Life Govt, Securities Short Term Fund-Institutional Weekly Dividend Option",,
110666,"Aditya Birla Sun Life Govt, Securities Short Term Fund-Institutional Daily Dividend Option",,
110668,"Aditya Birla Sun Life Govt, Securities Short Term Fund-Institutional Plan A(Dividend)",INF209K01KJ7,
110673,Kotak Quarterly Interval Plan Series 10 - Dividend,INF174K01CL6,
110674,Kotak Quarterly Interval Plan Series 10 - Growth,INF174K01CJ0,
110676,Canara Robeco Fixed Maturity Plan - Series 4 (Quarterly Plan - 3)- Retail Plan - Dividend Payout,,
110677,Canara Robeco Fixed Maturity Plan - Series 4 (Quarterly Plan - 3)- Retail Plan - Growth,,
110683,Taurus FMP 370 days - Retail Growth Plan,,
110684,Taurus FMP 370 days - Institutional Growth Plan,,
110685,Taurus FMP 370 days - Retail Dividend Plan,,
110686,Taurus FMP 370 days - Institutional Dividend Plan,,
110691,ICICI Prudential Interval Fund IV - Quarterly Interval Plan D - Retail Growth,,
110693,ICICI Prudential Interval Fund IV - Quarterly Interval Plan D - Retail Dividend,,
110695,IDFC Fixed Maturity Plan - MS 8 DIVIDEND,,
110696,IDFC Fixed Maturity Plan - MS 8 GROWTH,,
110697,SBI DEBT FUND SERIES-90D-30 (29/10/2008) GROWTH,,
110698,SBI DEBT FUND SERIES-90D-30 (29/10/2008) DIVIDEND,,
110699,IDFC Fixed Maturity Plan - YS 27 B GROWTH,,
110700,IDFC Fixed Maturity Plan - YS 27 A GROWTH,,
110701,IDFC Fixed Maturity Plan - YS 27 A DIVIDEND,,
110702,IDFC Fixed Maturity Plan - YS 27 B DIVIDEND,,
110703,DWS Gilt Fund - Dividend,INF223J01AO1,INF223J01AP8
110704,DWS Gilt Fund - Institutional Plan - Growth,INF223J01AN3,
110705,DWS Gilt Fund - Institutional Plan - Dividend,INF223J01AL7,INF223J01AM5
110706,DWS Gilt Fund - Growth,INF223J01AQ6,
110707,HDFC FMP 370D November 2008 (1) - WHOLESALE PLAN - QUARTERLY DIVIDEND OPTION,,
110708,HDFC FMP 370D November 2008 (1) - RETAIL PLAN - GROWTH OPTION,,
110709,HDFC FMP 370D November 2008 (1) - WHOLESALE PLAN - NORMAL DIVIDEND OPTION,,
110710,HDFC FMP 370D November 2008 (1) - RETAIL PLAN - NORMAL DIVIDEND OPTION,,
110711,HDFC FMP 370D November 2008 (1) - WHOLESALE PLAN - GROWTH OPTION,,
110712,HDFC FMP 370D November 2008 (1) - RETAIL PLAN - QUARTERLY DIVIDEND OPTION,,
110729,UTI-Short Term FMP Sr-II -I ( 91D ) -  Dividend Option,,
110730,UTI-Short Term FMP Sr-II -I ( 91D ) -  Institutional Dividend Option,,
110731,UTI-Short Term FMP Sr-II -I ( 91D ) -  Growth Option,,
110732,HDFC FMP 90D November 2008 (1) - WHOLESALE PLAN GROWTH OPTION,,
110733,HDFC FMP 90D November 2008 (1) - RETAIL PLAN GROWTH OPTION,,
110734,HDFC FMP 90D November 2008 (1) - RETAIL PLAN DIVIDEND OPTION,,
110735,HDFC FMP 90D November 2008 (1) - WHOLESALE PLAN DIVIDEND OPTION,,
110736,UTI FMP Quarterly Oct-08 Series -II-  Growth Option,,
110737,UTI FMP Quarterly Oct-08 Series -II-  Institutional Dividend Option,,
110738,UTI FMP Quarterly Oct-08 Series -II-  Dividend Option,,
110739,IDFC Fixed Maturity Plan - QS 46 GROWTH,,
110740,IDFC Fixed Maturity Plan - QS 46 DIVIDEND,,
110741,Fortis China-India Fund-Regular Plan-Dividend Option,,
110742,Fortis China-India Fund-Regular Plan-Growth Option,,
110748,Fortis Dividend Yield Fund-Growth Option,,
110749,Fortis Dividend Yield Fund-Dividend Option,,
110751,Fortis Tax  Advantage Plan (ELSS)-Growth Option,,
110752,Fortis Tax  Advantage Plan (ELSS)-Dividend Option,,
110764,Fortis Money Plus Fund-Regular Plan-Growth Option,,
110765,Fortis Money Plus Fund-Regular Plan-Weekly Dividend Option,,
110766,Fortis Money Plus Fund-Regular Plan-Monthly Dividend Option,,
110767,Fortis Money Plus Fund-Institutional Plan-Growth Option,,
110768,Fortis Money Plus Fund-Institutional Plan-Weekly Dividend Option,,
110769,Fortis Money Plus Fund-Institutional Plan-Monthly Dividend Option,,
110770,Fortis Money Plus Fund-Institutional Plan- Daily Dividend Option (Compulsory Reinvestment),,
110771,Fortis Money Plus Fund-Regular Plan- Daily Dividend Option (Compulsory Reinvestment),,
110777,Fortis Opportunities Fund-Growth,,
110778,Fortis Opportunities Fund-Dividend,,
110781,Fortis Multi Manager Fund - Series 2A - Growth Option,,
110782,Fortis Multi Manager Fund - Series 2A - Dividend Option With Compulsory Dividend Reinvestment,,
110805,Fortis Flexi Debt Fund-Regular Plan-Growth Option,,
110806,Fortis Flexi Debt Fund-Regular Plan-Quarterly Dividend Option,,
110807,Fortis Flexi Debt Fund-Regular Plan-Half-Yearly Dividend Option,,
110808,Fortis Flexi Debt Fund-Regular Plan-Daily Dividend Option,,
110809,Fortis Flexi Debt Fund-Regular Plan-Weekly Dividend Option,,
110825,Fortis  Equity Fund-Growth Plan,,
110826,Fortis  Equity Fund-Dividend Plan,,
110827,Fortis Short Term Income Fund-Institutional Plan-Monthly Dividend Option,,
110828,Fortis Short Term Income Fund-Regular Plan-Growth Option,,
110829,Fortis Short Term Income Fund-Regular Plan-Monthly Dividend Option,,
110830,Fortis Short Term Income Fund-Regular Plan-Weekly Dividend Option,,
110831,Fortis Short Term Income Fund-Institutional Plan-Growth Option,,
110832,Fortis Short Term Income Fund-Institutional Plan-Daily Dividend Option,,
110833,Fortis Short Term Income Fund-Institutional Plan-Weekly Dividend Option,,
110834,Fortis Short Term Income Fund-Institutional Plus Plan-Growth Option,,
110835,Fortis Short Term Income Fund-Institutional Plus Plan-Daily Dividend Option,,
110836,Fortis Short Term Income Fund-Institutional Plus Plan-Monthly Dividend Option,,
110837,Fortis Short Term Income Fund-Institutional Plus Plan-Weekly Dividend Option,,
110838,Fortis Short Term Income Fund-Regular Plan-Quarterly Dividend Option,,
110839,Fortis Short Term Income Fund-Institutional Plus Plan-Quarterly Dividend Option,,
110840,Fortis Short Term Income Fund-Institutional Plan-Quarterly Dividend Option,,
110841,Fortis Monthly Income Plan-Regular Plan-Growth Option,,
110842,Fortis Monthly Income Plan-Regular Plan-Monthly Dividend Option,,
110843,Fortis Monthly Income Plan-Regular Plan-Quarterly Dividend Option,,
110847,Fortis Future  Leaders Fund-Growth Option,,
110848,Fortis Future  Leaders Fund-Dividend Option,,
110854,Fortis Multi Manager Fund-Growth Option,,
110855,Fortis Multi Manager Fund-Dividend Option,,
110872,Fortis Multi Manager Fund - Series 3 - Regular Plan - Dividend Re-investment Option,,
110873,Fortis Multi Manager Fund - Series 3 - Regular Plan - Growth Option,,
110913,Fortis Overnight Fund-Regular Plan-Monthly Dividend Payout Option,,
110914,Fortis Overnight Fund-Institutional Plus Plan-Daily Dividend Option,,
110915,Fortis Overnight Fund-Institutional Plan-Growth Option,,
110916,Fortis Overnight Fund-Institutional Plus Plan-Monthly Dividend Option,,
110917,Fortis Overnight Fund-Institutional Plus Plan-Weekly Dividend Option,,
110918,Fortis Overnight Fund-Regular Plan-Weekly Dividend Option,,
110919,Fortis Overnight Fund-Institutional Plan-Monthly Dividend Payout Option,,
110920,Fortis Overnight Fund-Institutional Plus Plan-Growth Option,,
110921,Fortis Overnight Fund-Regular Plan-Growth Option,,
110922,Fortis Overnight Fund-Institutional Plan-Daily Dividend Option,,
110923,Fortis Overnight Fund-Institutional Plan-Weekly Dividend Option,,
110953,Fortis Multi Manager Fund - Series 2B - Regular Plan - Dividend Re-investment Option,,
110954,Fortis Multi Manager Fund - Series 2B - Regular Plan - Growth Option,,
110955,Fortis Sustainable Development Fund - Dividend Option,,
110956,Fortis Sustainable Development Fund - Growth Option,,
110968,Fortis Flexible Short Term Plan - Series A - Regular Plan - Growth Option - Automatic Renewal,,
110969,Fortis Flexible Short Term Plan - Series A - Regular Plan - Quarterly Dividend Option- Automatic Renewal,,
110970,Fortis Flexible Short Term Plan - Series A - Regular Plan - Monthly Dividend Option- Automatic Renewal,,
110971,Fortis Flexible Short Term Plan - Series A - Regular Plan - Monthly Dividend Option- Automatic Redemption,,
110972,Fortis Flexible Short Term Plan - Series A - Regular Plan - Growth Option - Automatic Redemption,,
110973,Fortis Flexible Short Term Plan - Series A - Regular Plan - Quarterly Dividend Option- Automatic Redemption,,
110974,Fortis Flexible Short Term Plan - Series A - Regular Plan - Calendar Quarterly Dividend Option- Automatic Redemption,,
110975,Fortis Flexible Short Term Plan - Series A - Regular Plan - Calendar Quarterly Dividend Option- Automatic Renewal,,
110976,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES- D - Regular Plan - Quarterly Dividend Option - Compulsory Redemption,,
110977,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES- D - Regular Plan - Monthly Dividend Option - Compulsory Renewal,,
110978,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES- D - Regular Plan - Growth Option - Compulsory Redemption,,
110979,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES- D - Regular Plan - Quarterly Dividend Option - Compulsory Renewal,,
110980,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES- D - Regular Plan - Growth Option - Compulsory Renewal,,
110981,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES- D - Regular Plan - Monthly Dividend Option - Compulsory Redemption,,
110982,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES- D - Regular Plan - Calendar Quarterly Dividend Option - Compulsory Renewal,,
110983,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES- D - Regular Plan - Calendar  Quarterly Dividend Option - Compulsory Redemption,,
110984,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES B - Regular Plan - Growth Option - Compulsory Renewal,,
110985,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES B - Regular Plan - Quarterly Dividend Option - Compulsory Renewal,,
110986,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES B - Regular Plan - Monthly Dividend Option - Compulsory Redemption,,
110987,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES B - Regular Plan - Monthly Dividend Option - Compulsory Renewal,,
110988,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES B - Regular Plan - Quarterly Dividend Option - Compulsory Redemption,,
110989,Fortis FLEXIBLE SHORT TERM PLAN - SERIES B - Regular Plan - Growth Option - Compulsory Redemption,,
110990,Fortis FLEXIBLE SHORT TERM PLAN - SERIES B - Regular Plan - Calendar Quarterly Dividend Option - Compulsory Redemption,,
110991,Fortis FLEXIBLE SHORT TERM PLAN - SERIES B - Regular Plan - Calendar Quarterly Dividend Option - Compulsory Renewal,,
110992,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Regular Plan - Growth Option - Automatic Renewal,,
110993,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Regular Plan - Growth Option - Automatic Redemption,,
110994,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Regular Plan - Quarterly Dividend Option - Automatic Redemption,,
110995,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Regular Plan - Quarterly Dividend Option - Automatic Renewal,,
110996,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Regular Plan - Monthly Dividend Option - Automatic Renewal,,
110997,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Regular Plan - Monthly Dividend Option - Automatic Redemption,,
110998,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Regular Plan - Calendar Quarterly Dividend Option - Automatic Renewal,,
110999,FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Regular Plan - Calendar Quarterly Dividend Option - Automatic Redemption,,
111034,Fortis Interval Fund - Quarterly Plan H - Regular Plan  Quarterly Dividend Option - Compulsory Renewal,,
111035,Fortis Interval Fund - Quarterly Plan H - Regular Plan  Growth Option - Compulsory Redemption,,
111036,Fortis Interval Fund - Quarterly Plan H - Regular Plan  Interval Period Dividend Option - Compulsory Redemption,,
111037,Fortis Interval Fund - Quarterly Plan H - Regular Plan  Monthly Dividend Option - Compulsory Redemption,,
111038,Fortis Interval Fund - Quarterly Plan H -  Regular Plan Quarterly Dividend Option - Compulsory Redemption,,
111039,Fortis Interval Fund - Quarterly Plan H - Regular Plan  Interval Period Dividend Option - Compulsory Renewal,,
111040,Fortis Interval Fund - Quarterly Plan H - Regular Plan  Growth Option - Compulsory Renewal,,
111041,Fortis Interval Fund - Quarterly Plan H - Regular Plan Monthly Dividend Option - Compulsory Renewal,,
111070,Fortis Interval Fund - Quarterly Plan I - Regular Plan - Interval Period Dividend Option - Compulsory Redemption,,
111071,Fortis Interval Fund - Quarterly Plan I - Regular Plan - Monthly Dividend Option - Compulsory Redemption,,
111072,Fortis Interval Fund - Quarterly Plan I - Regular Plan -  Monthly Dividend Option - Compulsory Renewal,,
111073,Fortis Interval Fund - Quarterly Plan I - Regular Plan - Interval Period Dividend Option - Compulsory Renewal,,
111074,Fortis Interval Fund - Quarterly Plan I - Regular Plan - Quarterly Dividend Option - Compulsory Redemption,,
111075,Fortis Interval Fund - Quarterly Plan I - Regular Plan - Quarterly Dividend Option - Compulsory Renewal,,
111076,Fortis Interval Fund - Quarterly Plan I - Regular Plan - Growth Option - Compulsory Redemption,,
111077,Fortis Interval Fund - Quarterly Plan I - Regular Plan - Growth Option - Compulsory Renewal,,
111078,Fortis FIXED TERM PLAN - SERIES 9: THREE YEARLY PLAN A - Institutional Plan - Quarterly Dividend Option,,
111079,Fortis FIXED TERM PLAN - SERIES 9: THREE YEARLY PLAN A - Regular Plan - Quarterly Dividend Option,,
111080,Fortis FIXED TERM PLAN - SERIES 9: THREE YEARLY PLAN A - Regular Plan - Monthly Dividend Option,,
111081,Fortis FIXED TERM PLAN - SERIES 9: THREE YEARLY PLAN A - Regular Plan - Growth Option,,
111082,Fortis FIXED TERM PLAN - SERIES 9: THREE YEARLY PLAN A - Institutional Plan - Half Yearly Dividend Option,,
111083,Fortis FIXED TERM PLAN - SERIES 9: THREE YEARLY PLAN A - Regular Plan - Dividend on Maturity Option,,
111084,Fortis FIXED TERM PLAN - SERIES 9: THREE YEARLY PLAN A - Regular Plan - Half Yearly Dividend Option,,
111085,Fortis FIXED TERM PLAN - SERIES 9: THREE YEARLY PLAN A - Institutional Plan - Growth Option,,
111086,Fortis FIXED TERM PLAN - SERIES 9: THREE YEARLY PLAN A - Institutional Plan - Dividend on Maturity Option,,
111087,Fortis FIXED TERM PLAN - SERIES 9: THREE YEARLY PLAN A - Institutional Plan - Yearly Dividend Option,,
111088,Fortis FIXED TERM PLAN - SERIES 9: THREE YEARLY PLAN A - Regular Plan - Yearly Dividend Option,,
111089,Fortis FIXED TERM PLAN - SERIES 9: THREE YEARLY PLAN A - Institutional Plan - Monthly Dividend Option,,
111100,Fortis FIXED TERM PLAN - SERIES 12 -  PLAN B - Instl Plan - Calendar Quarterly Dividend Option,,
111101,Fortis FIXED TERM PLAN - SERIES 12 - PLAN B - Instl Plan - Calendar Monthly Dividend Option,,
111102,Fortis FIXED TERM PLAN - SERIES 12 -  PLAN B - Instl Plan - Calendar Half Yearly  Dividend Option,,
111103,Fortis FIXED TERM PLAN - SERIES 12 - PLAN B - Regular Plan - Dividend on Maturity Option,,
111104,Fortis FIXED TERM PLAN - SERIES 12 -  PLAN B - Regular Plan - Growth Option,,
111105,Fortis FIXED TERM PLAN - SERIES 12 -  PLAN B - Regular Plan - Calendar Yearly Dividend Option,,
111106,Fortis FIXED TERM PLAN - SERIES 12 - PLAN B - Regular Plan - Calendar Monthly Dividend Option,,
111107,Fortis FIXED TERM PLAN - SERIES 12 -  PLAN B - Regular Plan - Calendar Quarterly Dividend Option,,
111108,Fortis FIXED TERM PLAN - SERIES 12 -  PLAN B - Instl Plan - Calendar Yearly Dividend Option,,
111109,Fortis FIXED TERM PLAN - SERIES 12 -  PLAN B - Instl Plan - Growth Option,,
111110,Fortis FIXED TERM PLAN - SERIES 12 - PLAN B - Instl Plan - Dividend on Maturity Option,,
111111,Fortis FIXED TERM PLAN - SERIES 12 -  PLAN B - Regular Plan - Calendar Half Yearly  Dividend Option,,
111112,Fortis Interval Fund - Monthly Plan A - Growth Option - Automatic Redemption,,
111113,Fortis Interval Fund - Monthly Plan A - Interval Period Dividend Option - Automatic Renewal,,
111114,Fortis Interval Fund - Monthly Plan A - Interval Period Dividend Option - Automatic Redemption,,
111115,Fortis Interval Fund - Monthly Plan A - Growth Option - Automatic Renewal,,
111116,Fortis Interval Fund - Monthly Plan A - Calender Monthly Dividend Option -  Automatic Redemption,,
111117,Fortis Interval Fund - Monthly Plan A - Calender Monthly Dividend Option -  Automatic Renewal,,
111118,Fortis Interval Fund - Quarterly Plan K - Regular Plan - Interval Period Dividend Option - Automatic Renewal,,
111119,Fortis Interval Fund - Quarterly Plan K - Regular Plan - Quarterly Dividend Option- Automatic Renewal,,
111120,Fortis Interval Fund - Quarterly Plan K - Regular Plan - Interval Period Dividend Option - Automatic Redemption,,
111121,Fortis Interval Fund - Quarterly Plan K - Regular Plan - Growth Option - Automatic Redemption,,
111122,Fortis Interval Fund - Quarterly Plan K - Regular Plan - Quarterly Dividend Option- Automatic Redemption,,
111123,Fortis Interval Fund - Quarterly Plan K - Regular Plan - Growth Option - Automatic Renewal,,
111124,Fortis Interval Fund - Quarterly Plan K - Regular Plan - Monthly Dividend Option - Automatic Redemption,,
